"-------------------------------------------------------------------------------------------"
" Monthly atmospheric CO2 concentrations (ppm) derived from flask air samples               "
" Mauna Loa Observatory, Hawaii: Latitude 19.5N Longitude 155.6W Elevation 3397m            "
"                                                                                           "
" Source: R. F. Keeling, S. C. Piper, A. F. Bollenbacher and S. J. Walker                   "
" Scripps CO2 Program ( http://scrippsco2.ucsd.edu )                                        "
" Scripps Institution of Oceanography (SIO)                                                 "
" University of California                                                                  "
" La Jolla, California USA 92093-0244                                                       "
"                                                                                           "
" Status of data and correspondence:                                                        "
"                                                                                           "
" These data are subject to revision based on recalibration of standard gases. Questions    "
" about the data should be directed to Dr. Ralph Keeling (rkeeling@ucsd.edu) and            "
" and Dr. Stephen Piper (scpiper@popmail.ucsd.edu), Scripps CO2 Program.                    "
"                                                                                           "
" Flask data in this file through 25-Oct-2016 last updated 29-Nov-2016                      "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" Please cite as:                                                                           "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Exchanges of atmospheric CO2 and 13CO2 with the terrestrial biosphere and   "
" oceans from 1978 to 2000.  I. Global aspects, SIO Reference Series, No. 01-06, Scripps    "
" Institution of Oceanography, San Diego, 88 pages, 2001.                                   "
"                                                                                           "
" If it is necessary to cite a peer-reviewed article, please cite as:                       "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Atmospheric CO2 and 13CO2 exchange with the terrestrial biosphere and       "
" oceans from 1978 to 2000: observations and carbon cycle implications, pages 83-113,       "
" in "A History of Atmospheric CO2 and its effects on Plants, Animals, and Ecosystems",     "
" editors, Ehleringer, J.R., T. E. Cerling, M. D. Dearing, Springer Verlag,                 "
" New York, 2005.                                                                           "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" The data file below contains 10 columns.  Columns 1-4 give the dates in several redundant "
" formats. Column 5 below gives monthly CO2 concentrations in micro-mol CO2 per mole (ppm)  "
" reported on the 2008A SIO manometric mole fraction scale.  This is the standard           "
" version of the data most often sought.  The monthly values have been adjusted             "
" to 24:00 hours on the 15th of each month.  Column 6 gives the same data after a seasonal  "
" adjustment to remove the quasi-regular seasonal cycle.  The adjustment involves           "
" subtracting from the data a 4-harmonic fit with a linear gain factor.  Column 7 is a      "
" smoothed version of the data generated from a stiff cubic spline function plus 4-harmonic "
" functions with linear gain.  Column 8 is the same smoothed version with the seasonal      "
" cycle removed.  Column 9 is identical to Column 5 except that the missing values from     "
" Column 5 have been filled with values from Column 7.  Column 10 is identical to Column 6  "
" except missing values have been filled with values from Column 8.  Missing values are     "
" denoted by -99.99                                                                         "
"                                                                                           "
" CO2 concentrations are measured on the '08A' calibration scale                            "
1962, 04,   22751, 1962.2877,   320.29,   317.80,     320.68,   318.17,     320.29,   317.80
1962, 05,   22781, 1962.3699,   321.53,   318.58,     321.15,   318.20,     321.53,   318.58
1962, 06,   22812, 1962.4548,   320.06,   317.89,     320.38,   318.23,     320.06,   317.89
1962, 07,   22842, 1962.5370,   318.01,   317.47,     318.78,   318.27,     318.01,   317.47
1962, 08,   22873, 1962.6219,   317.12,   318.69,     316.70,   318.31,     317.12,   318.69
1962, 09,   22904, 1962.7068,   315.36,   318.49,     315.22,   318.36,     315.36,   318.49
1962, 10,   22934, 1962.7890,   314.66,   317.69,     315.39,   318.41,     314.66,   317.69
1962, 11,   22965, 1962.8740,   316.94,   318.75,     316.68,   318.47,     316.94,   318.75
1962, 12,   22995, 1962.9562,   -99.99,   -99.99,     317.87,   318.52,     317.87,   318.52
1963, 01,   23026, 1963.0411,   -99.99,   -99.99,     318.68,   318.58,     318.68,   318.58
1963, 02,   23057, 1963.1260,   -99.99,   -99.99,     319.31,   318.64,     319.31,   318.64
1963, 03,   23085, 1963.2027,   -99.99,   -99.99,     320.11,   318.70,     320.11,   318.70
1963, 04,   23116, 1963.2877,   -99.99,   -99.99,     321.28,   318.76,     321.28,   318.76
1963, 05,   23146, 1963.3699,   -99.99,   -99.99,     321.78,   318.82,     321.78,   318.82
1963, 06,   23177, 1963.4548,   -99.99,   -99.99,     321.04,   318.88,     321.04,   318.88
1963, 07,   23207, 1963.5370,   -99.99,   -99.99,     319.44,   318.93,     319.44,   318.93
1963, 08,   23238, 1963.6219,   -99.99,   -99.99,     317.38,   318.99,     317.38,   318.99
1963, 09,   23269, 1963.7068,   316.42,   319.56,     315.89,   319.04,     316.42,   319.56
1963, 10,   23299, 1963.7890,   -99.99,   -99.99,     316.05,   319.09,     316.05,   319.09
1963, 11,   23330, 1963.8740,   -99.99,   -99.99,     317.34,   319.13,     317.34,   319.13
1963, 12,   23360, 1963.9562,   -99.99,   -99.99,     318.52,   319.18,     318.52,   319.18
1964, 01,   23391, 1964.0410,   -99.99,   -99.99,     319.31,   319.22,     319.31,   319.22
1964, 02,   23422, 1964.1257,   -99.99,   -99.99,     319.92,   319.25,     319.92,   319.25
1964, 03,   23451, 1964.2049,   -99.99,   -99.99,     320.73,   319.29,     320.73,   319.29
1964, 04,   23482, 1964.2896,   -99.99,   -99.99,     321.87,   319.33,     321.87,   319.33
1964, 05,   23512, 1964.3716,   -99.99,   -99.99,     322.33,   319.36,     322.33,   319.36
1964, 06,   23543, 1964.4563,   -99.99,   -99.99,     321.54,   319.40,     321.54,   319.40
1964, 07,   23573, 1964.5383,   -99.99,   -99.99,     319.92,   319.43,     319.92,   319.43
1964, 08,   23604, 1964.6230,   -99.99,   -99.99,     317.83,   319.47,     317.83,   319.47
1964, 09,   23635, 1964.7077,   -99.99,   -99.99,     316.34,   319.51,     316.34,   319.51
1964, 10,   23665, 1964.7896,   -99.99,   -99.99,     316.51,   319.55,     316.51,   319.55
1964, 11,   23696, 1964.8743,   -99.99,   -99.99,     317.80,   319.59,     317.80,   319.59
1964, 12,   23726, 1964.9563,   319.02,   319.70,     318.98,   319.64,     319.02,   319.70
1965, 01,   23757, 1965.0411,   319.92,   319.83,     319.79,   319.69,     319.92,   319.83
1965, 02,   23788, 1965.1260,   -99.99,   -99.99,     320.41,   319.74,     320.41,   319.74
1965, 03,   23816, 1965.2027,   -99.99,   -99.99,     321.21,   319.79,     321.21,   319.79
1965, 04,   23847, 1965.2877,   322.61,   320.09,     322.39,   319.85,     322.61,   320.09
1965, 05,   23877, 1965.3699,   -99.99,   -99.99,     322.90,   319.92,     322.90,   319.92
1965, 06,   23908, 1965.4548,   -99.99,   -99.99,     322.17,   320.00,     322.17,   320.00
1965, 07,   23938, 1965.5370,   319.27,   318.72,     320.59,   320.08,     319.27,   318.72
1965, 08,   23969, 1965.6219,   -99.99,   -99.99,     318.55,   320.17,     318.55,   320.17
1965, 09,   24000, 1965.7068,   -99.99,   -99.99,     317.11,   320.28,     317.11,   320.28
1965, 10,   24030, 1965.7890,   -99.99,   -99.99,     317.33,   320.38,     317.33,   320.38
1965, 11,   24061, 1965.8740,   -99.99,   -99.99,     318.69,   320.50,     318.69,   320.50
1965, 12,   24091, 1965.9562,   -99.99,   -99.99,     319.95,   320.62,     319.95,   320.62
1966, 01,   24122, 1966.0411,   320.50,   320.41,     320.84,   320.74,     320.50,   320.41
1966, 02,   24153, 1966.1260,   321.88,   321.22,     321.54,   320.86,     321.88,   321.22
1966, 03,   24181, 1966.2027,   -99.99,   -99.99,     322.40,   320.98,     322.40,   320.98
1966, 04,   24212, 1966.2877,   324.41,   321.88,     323.64,   321.10,     324.41,   321.88
1966, 05,   24242, 1966.3699,   -99.99,   -99.99,     324.20,   321.21,     324.20,   321.21
1966, 06,   24273, 1966.4548,   -99.99,   -99.99,     323.50,   321.32,     323.50,   321.32
1966, 07,   24303, 1966.5370,   -99.99,   -99.99,     321.94,   321.43,     321.94,   321.43
1966, 08,   24334, 1966.6219,   -99.99,   -99.99,     319.90,   321.53,     319.90,   321.53
1966, 09,   24365, 1966.7068,   -99.99,   -99.99,     318.44,   321.62,     318.44,   321.62
1966, 10,   24395, 1966.7890,   319.33,   322.41,     318.64,   321.71,     319.33,   322.41
1966, 11,   24426, 1966.8740,   319.77,   321.60,     319.98,   321.79,     319.77,   321.60
1966, 12,   24456, 1966.9562,   321.15,   321.83,     321.20,   321.87,     321.15,   321.83
1967, 01,   24487, 1967.0411,   -99.99,   -99.99,     322.04,   321.94,     322.04,   321.94
1967, 02,   24518, 1967.1260,   -99.99,   -99.99,     322.69,   322.01,     322.69,   322.01
1967, 03,   24546, 1967.2027,   -99.99,   -99.99,     323.50,   322.07,     323.50,   322.07
1967, 04,   24577, 1967.2877,   -99.99,   -99.99,     324.68,   322.13,     324.68,   322.13
1967, 05,   24607, 1967.3699,   -99.99,   -99.99,     325.19,   322.19,     325.19,   322.19
1967, 06,   24638, 1967.4548,   324.85,   322.64,     324.43,   322.24,     324.85,   322.64
1967, 07,   24668, 1967.5370,   322.76,   322.21,     322.81,   322.30,     322.76,   322.21
1967, 08,   24699, 1967.6219,   -99.99,   -99.99,     320.71,   322.35,     320.71,   322.35
1967, 09,   24730, 1967.7068,   -99.99,   -99.99,     319.21,   322.40,     319.21,   322.40
1967, 10,   24760, 1967.7890,   -99.99,   -99.99,     319.38,   322.46,     319.38,   322.46
1967, 11,   24791, 1967.8740,   -99.99,   -99.99,     320.70,   322.52,     320.70,   322.52
1967, 12,   24821, 1967.9562,   -99.99,   -99.99,     321.91,   322.58,     321.91,   322.58
1968, 01,   24852, 1968.0410,   -99.99,   -99.99,     322.74,   322.64,     322.74,   322.64
1968, 02,   24883, 1968.1257,   -99.99,   -99.99,     323.39,   322.71,     323.39,   322.71
1968, 03,   24912, 1968.2049,   323.28,   321.83,     324.25,   322.79,     323.28,   321.83
1968, 04,   24943, 1968.2896,   -99.99,   -99.99,     325.46,   322.87,     325.46,   322.87
1968, 05,   24973, 1968.3716,   326.23,   323.22,     325.97,   322.96,     326.23,   323.22
1968, 06,   25004, 1968.4563,   -99.99,   -99.99,     325.24,   323.06,     325.24,   323.06
1968, 07,   25034, 1968.5383,   323.60,   323.08,     323.65,   323.17,     323.60,   323.08
1968, 08,   25065, 1968.6230,   322.58,   324.22,     321.61,   323.28,     322.58,   324.22
1968, 09,   25096, 1968.7077,   -99.99,   -99.99,     320.18,   323.39,     320.18,   323.39
1968, 10,   25126, 1968.7896,   319.39,   322.49,     320.43,   323.51,     319.39,   322.49
1968, 11,   25157, 1968.8743,   320.98,   322.82,     321.82,   323.64,     320.98,   322.82
1968, 12,   25187, 1968.9563,   323.06,   323.74,     323.10,   323.77,     323.06,   323.74
1969, 01,   25218, 1969.0411,   324.28,   324.19,     324.01,   323.91,     324.28,   324.19
1969, 02,   25249, 1969.1260,   324.15,   323.48,     324.73,   324.05,     324.15,   323.48
1969, 03,   25277, 1969.2027,   -99.99,   -99.99,     325.62,   324.18,     325.62,   324.18
1969, 04,   25308, 1969.2877,   326.54,   323.99,     326.89,   324.32,     326.54,   323.99
1969, 05,   25338, 1969.3699,   328.14,   325.12,     327.47,   324.45,     328.14,   325.12
1969, 06,   25369, 1969.4548,   326.71,   324.49,     326.78,   324.57,     326.71,   324.49
1969, 07,   25399, 1969.5370,   -99.99,   -99.99,     325.21,   324.68,     325.21,   324.68
1969, 08,   25430, 1969.6219,   323.73,   325.34,     323.14,   324.79,     323.73,   325.34
1969, 09,   25461, 1969.7068,   322.29,   325.49,     321.68,   324.89,     322.29,   325.49
1969, 10,   25491, 1969.7890,   321.00,   324.12,     321.88,   324.97,     321.00,   324.12
1969, 11,   25522, 1969.8740,   323.36,   325.21,     323.22,   325.05,     323.36,   325.21
1969, 12,   25552, 1969.9562,   323.52,   324.21,     324.45,   325.13,     323.52,   324.21
1970, 01,   25583, 1970.0411,   325.24,   325.15,     325.30,   325.19,     325.24,   325.15
1970, 02,   25614, 1970.1260,   -99.99,   -99.99,     325.94,   325.26,     325.94,   325.26
1970, 03,   25642, 1970.2027,   326.80,   325.37,     326.76,   325.31,     326.80,   325.37
1970, 04,   25673, 1970.2877,   328.23,   325.67,     327.95,   325.37,     328.23,   325.67
1970, 05,   25703, 1970.3699,   328.33,   325.30,     328.45,   325.42,     328.33,   325.30
1970, 06,   25734, 1970.4548,   -99.99,   -99.99,     327.67,   325.46,     327.67,   325.46
1970, 07,   25764, 1970.5370,   325.98,   325.42,     326.03,   325.51,     325.98,   325.42
1970, 08,   25795, 1970.6219,   323.38,   325.00,     323.89,   325.55,     323.38,   325.00
1970, 09,   25826, 1970.7068,   323.74,   326.95,     322.36,   325.58,     323.74,   326.95
1970, 10,   25856, 1970.7890,   323.09,   326.21,     322.51,   325.62,     323.09,   326.21
1970, 11,   25887, 1970.8740,   324.29,   326.15,     323.81,   325.65,     324.29,   326.15
1970, 12,   25917, 1970.9562,   -99.99,   -99.99,     325.00,   325.67,     325.00,   325.67
1971, 01,   25948, 1971.0411,   326.06,   325.97,     325.81,   325.70,     326.06,   325.97
1971, 02,   25979, 1971.1260,   326.88,   326.21,     326.42,   325.74,     326.88,   326.21
1971, 03,   26007, 1971.2027,   327.01,   325.58,     327.23,   325.78,     327.01,   325.58
1971, 04,   26038, 1971.2877,   327.17,   324.60,     328.42,   325.84,     327.17,   324.60
1971, 05,   26068, 1971.3699,   328.53,   325.49,     328.95,   325.91,     328.53,   325.49
1971, 06,   26099, 1971.4548,   326.55,   324.30,     328.22,   326.00,     326.55,   324.30
1971, 07,   26129, 1971.5370,   326.89,   326.33,     326.63,   326.10,     326.89,   326.33
1971, 08,   26160, 1971.6219,   325.63,   327.25,     324.56,   326.22,     325.63,   327.25
1971, 09,   26191, 1971.7068,   323.53,   326.75,     323.11,   326.35,     323.53,   326.75
1971, 10,   26221, 1971.7890,   -99.99,   -99.99,     323.36,   326.47,     323.36,   326.47
1971, 11,   26252, 1971.8740,   -99.99,   -99.99,     324.77,   326.61,     324.77,   326.61
1971, 12,   26282, 1971.9562,   325.99,   326.68,     326.07,   326.75,     325.99,   326.68
1972, 01,   26313, 1972.0410,   326.76,   326.67,     327.00,   326.90,     326.76,   326.67
1972, 02,   26344, 1972.1257,   328.17,   327.49,     327.73,   327.05,     328.17,   327.49
1972, 03,   26373, 1972.2049,   328.54,   327.07,     328.67,   327.19,     328.54,   327.07
1972, 04,   26404, 1972.2896,   329.87,   327.27,     329.96,   327.35,     329.87,   327.27
1972, 05,   26434, 1972.3716,   330.47,   327.42,     330.55,   327.50,     330.47,   327.42
1972, 06,   26465, 1972.4563,   329.37,   327.15,     329.86,   327.66,     329.37,   327.15
1972, 07,   26495, 1972.5383,   328.79,   328.26,     328.31,   327.81,     328.79,   328.26
1972, 08,   26526, 1972.6230,   326.89,   328.54,     326.28,   327.97,     326.89,   328.54
1972, 09,   26557, 1972.7077,   324.72,   327.96,     324.87,   328.12,     324.72,   327.96
1972, 10,   26587, 1972.7896,   325.14,   328.28,     325.15,   328.27,     325.14,   328.28
1972, 11,   26618, 1972.8743,   326.68,   328.55,     326.58,   328.43,     326.68,   328.55
1972, 12,   26648, 1972.9563,   327.78,   328.47,     327.89,   328.57,     327.78,   328.47
1973, 01,   26679, 1973.0411,   328.66,   328.57,     328.82,   328.72,     328.66,   328.57
1973, 02,   26710, 1973.1260,   329.16,   328.48,     329.56,   328.87,     329.16,   328.48
1973, 03,   26738, 1973.2027,   330.11,   328.66,     330.46,   329.00,     330.11,   328.66
1973, 04,   26769, 1973.2877,   331.33,   328.74,     331.74,   329.13,     331.33,   328.74
1973, 05,   26799, 1973.3699,   332.64,   329.58,     332.32,   329.26,     332.64,   329.58
1973, 06,   26830, 1973.4548,   332.02,   329.77,     331.60,   329.37,     332.02,   329.77
1973, 07,   26860, 1973.5370,   330.41,   329.85,     330.00,   329.47,     330.41,   329.85
1973, 08,   26891, 1973.6219,   329.00,   330.64,     327.88,   329.55,     329.00,   330.64
1973, 09,   26922, 1973.7068,   -99.99,   -99.99,     326.36,   329.62,     326.36,   329.62
1973, 10,   26952, 1973.7890,   327.22,   330.37,     326.53,   329.67,     327.22,   330.37
1973, 11,   26983, 1973.8740,   328.43,   330.31,     327.86,   329.71,     328.43,   330.31
1973, 12,   27013, 1973.9562,   329.20,   329.90,     329.06,   329.75,     329.20,   329.90
1974, 01,   27044, 1974.0411,   329.94,   329.85,     329.88,   329.77,     329.94,   329.85
1974, 02,   27075, 1974.1260,   329.49,   328.81,     330.50,   329.81,     329.49,   328.81
1974, 03,   27103, 1974.2027,   329.80,   328.35,     331.31,   329.84,     329.80,   328.35
1974, 04,   27134, 1974.2877,   332.45,   329.86,     332.50,   329.89,     332.45,   329.86
1974, 05,   27164, 1974.3699,   332.64,   329.57,     333.02,   329.95,     332.64,   329.57
1974, 06,   27195, 1974.4548,   331.53,   329.26,     332.26,   330.02,     331.53,   329.26
1974, 07,   27225, 1974.5370,   331.05,   330.49,     330.63,   330.10,     331.05,   330.49
1974, 08,   27256, 1974.6219,   329.02,   330.66,     328.52,   330.19,     329.02,   330.66
1974, 09,   27287, 1974.7068,   326.74,   330.00,     327.01,   330.28,     326.74,   330.00
1974, 10,   27317, 1974.7890,   327.80,   330.96,     327.22,   330.37,     327.80,   330.96
1974, 11,   27348, 1974.8740,   328.81,   330.70,     328.60,   330.46,     328.81,   330.70
1974, 12,   27378, 1974.9562,   330.41,   331.11,     329.86,   330.55,     330.41,   331.11
1975, 01,   27409, 1975.0411,   -99.99,   -99.99,     330.74,   330.64,     330.74,   330.64
1975, 02,   27440, 1975.1260,   331.07,   330.39,     331.42,   330.73,     331.07,   330.39
1975, 03,   27468, 1975.2027,   332.10,   330.64,     332.28,   330.81,     332.10,   330.64
1975, 04,   27499, 1975.2877,   333.24,   330.64,     333.52,   330.90,     333.24,   330.64
1975, 05,   27529, 1975.3699,   334.26,   331.18,     334.07,   330.99,     334.26,   331.18
1975, 06,   27560, 1975.4548,   332.51,   330.24,     333.33,   331.08,     332.51,   330.24
1975, 07,   27590, 1975.5370,   331.89,   331.33,     331.70,   331.17,     331.89,   331.33
1975, 08,   27621, 1975.6219,   329.97,   331.62,     329.58,   331.26,     329.97,   331.62
1975, 09,   27652, 1975.7068,   329.18,   332.44,     328.06,   331.34,     329.18,   332.44
1975, 10,   27682, 1975.7890,   328.34,   331.52,     328.26,   331.42,     328.34,   331.52
1975, 11,   27713, 1975.8740,   329.00,   330.89,     329.63,   331.50,     329.00,   330.89
1975, 12,   27743, 1975.9562,   330.73,   331.43,     330.89,   331.57,     330.73,   331.43
1976, 01,   27774, 1976.0410,   331.22,   331.13,     331.75,   331.65,     331.22,   331.13
1976, 02,   27805, 1976.1257,   332.78,   332.09,     332.42,   331.72,     332.78,   332.09
1976, 03,   27834, 1976.2049,   334.25,   332.76,     333.30,   331.80,     334.25,   332.76
1976, 04,   27865, 1976.2896,   334.70,   332.06,     334.52,   331.87,     334.70,   332.06
1976, 05,   27895, 1976.3716,   334.64,   331.55,     335.03,   331.94,     334.64,   331.55
1976, 06,   27926, 1976.4563,   334.73,   332.48,     334.25,   332.02,     334.73,   332.48
1976, 07,   27956, 1976.5383,   332.38,   331.85,     332.60,   332.10,     332.38,   331.85
1976, 08,   27987, 1976.6230,   330.65,   332.32,     330.48,   332.19,     330.65,   332.32
1976, 09,   28018, 1976.7077,   328.79,   332.07,     328.99,   332.29,     328.79,   332.07
1976, 10,   28048, 1976.7896,   328.49,   331.67,     329.23,   332.40,     328.49,   331.67
1976, 11,   28079, 1976.8743,   330.70,   332.59,     330.65,   332.52,     330.70,   332.59
1976, 12,   28109, 1976.9563,   332.17,   332.87,     331.97,   332.65,     332.17,   332.87
1977, 01,   28140, 1977.0411,   333.10,   333.01,     332.90,   332.80,     333.10,   333.01
1977, 02,   28171, 1977.1260,   333.07,   332.38,     333.66,   332.96,     333.07,   332.38
1977, 03,   28199, 1977.2027,   334.30,   332.84,     334.59,   333.11,     334.30,   332.84
1977, 04,   28230, 1977.2877,   336.17,   333.55,     335.92,   333.29,     336.17,   333.55
1977, 05,   28260, 1977.3699,   336.71,   333.61,     336.56,   333.46,     336.71,   333.61
1977, 06,   28291, 1977.4548,   336.47,   334.19,     335.91,   333.65,     336.47,   334.19
1977, 07,   28321, 1977.5370,   334.95,   334.39,     334.36,   333.82,     334.95,   334.39
1977, 08,   28352, 1977.6219,   331.68,   333.33,     332.32,   334.01,     331.68,   333.33
1977, 09,   28383, 1977.7068,   330.79,   334.07,     330.89,   334.19,     330.79,   334.07
1977, 10,   28413, 1977.7890,   330.36,   333.56,     331.19,   334.37,     330.36,   333.56
1977, 11,   28444, 1977.8740,   332.55,   334.46,     332.67,   334.55,     332.55,   334.46
1977, 12,   28474, 1977.9562,   334.11,   334.82,     334.03,   334.72,     334.11,   334.82
1978, 01,   28505, 1978.0411,   335.37,   335.27,     335.00,   334.89,     335.37,   335.27
1978, 02,   28536, 1978.1260,   336.11,   335.42,     335.76,   335.06,     336.11,   335.42
1978, 03,   28564, 1978.2027,   337.02,   335.56,     336.68,   335.19,     337.02,   335.56
1978, 04,   28595, 1978.2877,   -99.99,   -99.99,     337.98,   335.33,     337.98,   335.33
1978, 05,   28625, 1978.3699,   -99.99,   -99.99,     338.57,   335.46,     338.57,   335.46
1978, 06,   28656, 1978.4548,   337.75,   335.46,     337.86,   335.59,     337.75,   335.46
1978, 07,   28686, 1978.5370,   336.68,   336.11,     336.23,   335.70,     336.68,   336.11
1978, 08,   28717, 1978.6219,   -99.99,   -99.99,     334.11,   335.81,     334.11,   335.81
1978, 09,   28748, 1978.7068,   332.81,   336.10,     332.60,   335.91,     332.81,   336.10
1978, 10,   28778, 1978.7890,   -99.99,   -99.99,     332.82,   336.01,     332.82,   336.01
1978, 11,   28809, 1978.8740,   334.26,   336.17,     334.22,   336.11,     334.26,   336.17
1978, 12,   28839, 1978.9562,   335.03,   335.74,     335.51,   336.21,     335.03,   335.74
1979, 01,   28870, 1979.0411,   336.39,   336.30,     336.42,   336.31,     336.39,   336.30
