"-------------------------------------------------------------------------------------------"
" Monthly atmospheric O18 concentrations (per mil) derived from flask air samples           "
" Mauna Loa Observatory, Hawaii: Latitude 19.5N Longitude 155.6W Elevation 3397m            "
"                                                                                           "
" Source: R. F. Keeling, S. C. Piper, A. F. Bollenbacher and S. J. Walker                   "
" Scripps CO2 Program ( http://scrippsco2.ucsd.edu )                                        "
" Scripps Institution of Oceanography (SIO)                                                 "
" University of California                                                                  "
" La Jolla, California USA 92093-0244                                                       "
"                                                                                           "
" Status of data and correspondence:                                                        "
"                                                                                           "
" These data are subject to revision based on recalibration of standard gases. Questions    "
" about the data should be directed to Dr. Ralph Keeling (rkeeling@ucsd.edu) and            "
" and Dr. Stephen Piper (scpiper@popmail.ucsd.edu), Scripps CO2 Program.                    "
"                                                                                           "
" Flask data in this file through 29-Dec-2015 last updated 01-Aug-2016                      "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" Please cite as:                                                                           "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Exchanges of atmospheric CO2 and 13CO2 with the terrestrial biosphere and   "
" oceans from 1978 to 2000.  I. Global aspects, SIO Reference Series, No. 01-06, Scripps    "
" Institution of Oceanography, San Diego, 88 pages, 2001.                                   "
"                                                                                           "
" If it is necessary to cite a peer-reviewed article, please cite as:                       "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Atmospheric CO2 and 13CO2 exchange with the terrestrial biosphere and       "
" oceans from 1978 to 2000: observations and carbon cycle implications, pages 83-113,       "
" in "A History of Atmospheric CO2 and its effects on Plants, Animals, and Ecosystems",     "
" editors, Ehleringer, J.R., T. E. Cerling, M. D. Dearing, Springer Verlag,                 "
" New York, 2005.                                                                           "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" The data file below contains 10 columns.  Columns 1-4 give the dates in several redundant "
" formats. Column 5 below gives monthly isotope concentrations in per-mil.  This is the     "
" standard version of the data most often sought.  The monthly values have been adjusted    "
" to 24:00 hours on the 15th of each month.  Column 6 gives the same data after a seasonal  "
" adjustment to remove the quasi-regular seasonal cycle.  The adjustment involves           "
" subtracting from the data a 4-harmonic fit with a linear gain factor.  Column 7 is a      "
" smoothed version of the data generated from a stiff cubic spline function plus 4-harmonic "
" functions with linear gain.  Column 8 is the same smoothed version with the seasonal      "
" cycle removed.  Column 9 is identical to Column 5 except that the missing values from     "
" Column 5 have been filled with values from Column 7.  Column 10 is identical to Column 6  "
" except missing values have been filled with values from Column 8.  Missing values are     "
" denoted by -99.99                                                                         "
"                                                                                           "
" CO2 concentrations are measured on the '08A' calibration scale                            "
1986, 11,   31731, 1986.8740,     0.18,     0.41,       0.15,     0.38,       0.18,     0.41
1986, 12,   31761, 1986.9562,     0.35,     0.50,       0.24,     0.39,       0.35,     0.50
1987, 01,   31792, 1987.0411,     0.32,     0.35,       0.38,     0.40,       0.32,     0.35
1987, 02,   31823, 1987.1260,     0.44,     0.38,       0.47,     0.41,       0.44,     0.38
1987, 03,   31851, 1987.2027,     0.50,     0.42,       0.49,     0.41,       0.50,     0.42
1987, 04,   31882, 1987.2877,     0.43,     0.37,       0.48,     0.42,       0.43,     0.37
1987, 05,   31912, 1987.3699,     0.46,     0.38,       0.51,     0.43,       0.46,     0.38
1987, 06,   31943, 1987.4548,     0.59,     0.46,       0.57,     0.43,       0.59,     0.46
1987, 07,   31973, 1987.5370,     0.60,     0.45,       0.60,     0.44,       0.60,     0.45
1987, 08,   32004, 1987.6219,     0.53,     0.44,       0.53,     0.44,       0.53,     0.44
1987, 09,   32035, 1987.7068,     0.56,     0.61,       0.39,     0.45,       0.56,     0.61
1987, 10,   32065, 1987.7890,     0.20,     0.39,       0.26,     0.45,       0.20,     0.39
1987, 11,   32096, 1987.8740,     0.11,     0.33,       0.22,     0.45,       0.11,     0.33
1987, 12,   32126, 1987.9562,     0.35,     0.49,       0.30,     0.45,       0.35,     0.49
1988, 01,   32157, 1988.0410,     0.51,     0.53,       0.43,     0.45,       0.51,     0.53
1988, 02,   32188, 1988.1257,     0.52,     0.46,       0.51,     0.45,       0.52,     0.46
1988, 03,   32217, 1988.2049,     0.57,     0.50,       0.51,     0.44,       0.57,     0.50
1988, 04,   32248, 1988.2896,     0.60,     0.54,       0.50,     0.43,       0.60,     0.54
1988, 05,   32278, 1988.3716,     0.60,     0.52,       0.51,     0.43,       0.60,     0.52
1988, 06,   32309, 1988.4563,     0.43,     0.30,       0.55,     0.42,       0.43,     0.30
1988, 07,   32339, 1988.5383,     0.45,     0.29,       0.56,     0.41,       0.45,     0.29
1988, 08,   32370, 1988.6230,     0.49,     0.41,       0.49,     0.40,       0.49,     0.41
1988, 09,   32401, 1988.7077,     0.36,     0.42,       0.33,     0.39,       0.36,     0.42
1988, 10,   32431, 1988.7896,     0.12,     0.32,       0.18,     0.38,       0.12,     0.32
1988, 11,   32462, 1988.8743,     0.19,     0.42,       0.14,     0.37,       0.19,     0.42
1988, 12,   32492, 1988.9563,     0.19,     0.34,       0.21,     0.36,       0.19,     0.34
1989, 01,   32523, 1989.0411,     0.30,     0.33,       0.32,     0.34,       0.30,     0.33
1989, 02,   32554, 1989.1260,     0.23,     0.17,       0.39,     0.33,       0.23,     0.17
1989, 03,   32582, 1989.2027,     0.37,     0.29,       0.40,     0.33,       0.37,     0.29
1989, 04,   32613, 1989.2877,     0.40,     0.33,       0.38,     0.32,       0.40,     0.33
1989, 05,   32643, 1989.3699,     0.38,     0.30,       0.39,     0.31,       0.38,     0.30
1989, 06,   32674, 1989.4548,     0.39,     0.25,       0.44,     0.30,       0.39,     0.25
1989, 07,   32704, 1989.5370,     0.48,     0.32,       0.45,     0.30,       0.48,     0.32
1989, 08,   32735, 1989.6219,     0.37,     0.28,       0.38,     0.29,       0.37,     0.28
1989, 09,   32766, 1989.7068,     0.17,     0.23,       0.23,     0.29,       0.17,     0.23
1989, 10,   32796, 1989.7890,     0.15,     0.34,       0.09,     0.28,       0.15,     0.34
1989, 11,   32827, 1989.8740,     0.08,     0.31,       0.05,     0.28,       0.08,     0.31
1989, 12,   32857, 1989.9562,     0.14,     0.29,       0.13,     0.28,       0.14,     0.29
1990, 01,   32888, 1990.0411,     0.36,     0.38,       0.25,     0.28,       0.36,     0.38
1990, 02,   32919, 1990.1260,     0.24,     0.18,       0.34,     0.28,       0.24,     0.18
1990, 03,   32947, 1990.2027,     0.32,     0.24,       0.35,     0.28,       0.32,     0.24
1990, 04,   32978, 1990.2877,     0.36,     0.30,       0.34,     0.28,       0.36,     0.30
1990, 05,   33008, 1990.3699,     0.30,     0.22,       0.36,     0.28,       0.30,     0.22
1990, 06,   33039, 1990.4548,     0.38,     0.25,       0.42,     0.28,       0.38,     0.25
1990, 07,   33069, 1990.5370,     0.49,     0.34,       0.44,     0.29,       0.49,     0.34
1990, 08,   33100, 1990.6219,     0.44,     0.35,       0.38,     0.29,       0.44,     0.35
1990, 09,   33131, 1990.7068,     0.21,     0.27,       0.24,     0.30,       0.21,     0.27
1990, 10,   33161, 1990.7890,     0.16,     0.35,       0.11,     0.30,       0.16,     0.35
1990, 11,   33192, 1990.8740,     0.27,     0.50,       0.08,     0.31,       0.27,     0.50
1990, 12,   33222, 1990.9562,   -99.99,   -99.99,       0.17,     0.32,       0.17,     0.32
1991, 01,   33253, 1991.0411,     0.36,     0.38,       0.30,     0.33,       0.36,     0.38
1991, 02,   33284, 1991.1260,     0.37,     0.31,       0.39,     0.33,       0.37,     0.31
1991, 03,   33312, 1991.2027,     0.24,     0.17,       0.42,     0.34,       0.24,     0.17
1991, 04,   33343, 1991.2877,     0.33,     0.27,       0.42,     0.36,       0.33,     0.27
1991, 05,   33373, 1991.3699,     0.46,     0.38,       0.45,     0.37,       0.46,     0.38
1991, 06,   33404, 1991.4548,     0.63,     0.50,       0.52,     0.38,       0.63,     0.50
1991, 07,   33434, 1991.5370,     0.47,     0.32,       0.56,     0.40,       0.47,     0.32
1991, 08,   33465, 1991.6219,     0.31,     0.22,       0.50,     0.42,       0.31,     0.22
1991, 09,   33496, 1991.7068,     0.65,     0.71,       0.37,     0.43,       0.65,     0.71
1991, 10,   33526, 1991.7890,     0.30,     0.49,       0.26,     0.45,       0.30,     0.49
1991, 11,   33557, 1991.8740,     0.22,     0.45,       0.24,     0.47,       0.22,     0.45
1991, 12,   33587, 1991.9562,     0.33,     0.48,       0.33,     0.48,       0.33,     0.48
1992, 01,   33618, 1992.0410,     0.48,     0.51,       0.48,     0.50,       0.48,     0.51
1992, 02,   33649, 1992.1257,     0.61,     0.56,       0.58,     0.52,       0.61,     0.56
1992, 03,   33678, 1992.2049,     0.63,     0.56,       0.60,     0.53,       0.63,     0.56
1992, 04,   33709, 1992.2896,     0.53,     0.47,       0.61,     0.55,       0.53,     0.47
1992, 05,   33739, 1992.3716,     0.64,     0.56,       0.64,     0.56,       0.64,     0.56
1992, 06,   33770, 1992.4563,     0.66,     0.53,       0.71,     0.57,       0.66,     0.53
1992, 07,   33800, 1992.5383,     0.80,     0.64,       0.74,     0.59,       0.80,     0.64
1992, 08,   33831, 1992.6230,     0.72,     0.64,       0.68,     0.60,       0.72,     0.64
1992, 09,   33862, 1992.7077,     0.57,     0.63,       0.55,     0.61,       0.57,     0.63
1992, 10,   33892, 1992.7896,     0.46,     0.65,       0.42,     0.61,       0.46,     0.65
1992, 11,   33923, 1992.8743,     0.37,     0.60,       0.39,     0.62,       0.37,     0.60
1992, 12,   33953, 1992.9563,     0.45,     0.60,       0.47,     0.62,       0.45,     0.60
1993, 01,   33984, 1993.0411,     0.68,     0.71,       0.60,     0.62,       0.68,     0.71
1993, 02,   34015, 1993.1260,     0.71,     0.65,       0.68,     0.62,       0.71,     0.65
1993, 03,   34043, 1993.2027,     0.72,     0.65,       0.69,     0.62,       0.72,     0.65
1993, 04,   34074, 1993.2877,     0.84,     0.78,       0.68,     0.62,       0.84,     0.78
1993, 05,   34104, 1993.3699,     0.75,     0.67,       0.69,     0.61,       0.75,     0.67
1993, 06,   34135, 1993.4548,     0.73,     0.60,       0.73,     0.60,       0.73,     0.60
1993, 07,   34165, 1993.5370,     0.77,     0.61,       0.75,     0.59,       0.77,     0.61
1993, 08,   34196, 1993.6219,     0.71,     0.62,       0.67,     0.58,       0.71,     0.62
1993, 09,   34227, 1993.7068,     0.40,     0.45,       0.51,     0.57,       0.40,     0.45
1993, 10,   34257, 1993.7890,     0.23,     0.42,       0.37,     0.56,       0.23,     0.42
1993, 11,   34288, 1993.8740,     0.26,     0.49,       0.32,     0.55,       0.26,     0.49
1993, 12,   34318, 1993.9562,     0.37,     0.52,       0.39,     0.54,       0.37,     0.52
1994, 01,   34349, 1994.0411,     0.44,     0.46,       0.50,     0.53,       0.44,     0.46
1994, 02,   34380, 1994.1260,     0.53,     0.47,       0.58,     0.52,       0.53,     0.47
1994, 03,   34408, 1994.2027,     0.61,     0.54,       0.58,     0.51,       0.61,     0.54
1994, 04,   34439, 1994.2877,     0.51,     0.45,       0.56,     0.50,       0.51,     0.45
1994, 05,   34469, 1994.3699,     0.63,     0.55,       0.57,     0.49,       0.63,     0.55
1994, 06,   34500, 1994.4548,     0.59,     0.46,       0.61,     0.48,       0.59,     0.46
1994, 07,   34530, 1994.5370,     0.67,     0.51,       0.63,     0.47,       0.67,     0.51
1994, 08,   34561, 1994.6219,     0.65,     0.56,       0.55,     0.47,       0.65,     0.56
1994, 09,   34592, 1994.7068,     0.30,     0.36,       0.40,     0.46,       0.30,     0.36
1994, 10,   34622, 1994.7890,     0.09,     0.28,       0.26,     0.45,       0.09,     0.28
1994, 11,   34653, 1994.8740,     0.20,     0.43,       0.22,     0.44,       0.20,     0.43
1994, 12,   34683, 1994.9562,     0.15,     0.30,       0.29,     0.44,       0.15,     0.30
1995, 01,   34714, 1995.0411,     0.51,     0.53,       0.41,     0.43,       0.51,     0.53
1995, 02,   34745, 1995.1260,     0.60,     0.54,       0.48,     0.42,       0.60,     0.54
1995, 03,   34773, 1995.2027,     0.63,     0.56,       0.49,     0.41,       0.63,     0.56
1995, 04,   34804, 1995.2877,     0.57,     0.50,       0.47,     0.40,       0.57,     0.50
1995, 05,   34834, 1995.3699,     0.56,     0.48,       0.48,     0.39,       0.56,     0.48
1995, 06,   34865, 1995.4548,     0.61,     0.48,       0.52,     0.38,       0.61,     0.48
1995, 07,   34895, 1995.5370,     0.47,     0.32,       0.53,     0.37,       0.47,     0.32
1995, 08,   34926, 1995.6219,     0.38,     0.29,       0.45,     0.36,       0.38,     0.29
1995, 09,   34957, 1995.7068,     0.22,     0.28,       0.29,     0.35,       0.22,     0.28
1995, 10,   34987, 1995.7890,     0.03,     0.22,       0.15,     0.34,       0.03,     0.22
1995, 11,   35018, 1995.8740,     0.19,     0.41,       0.10,     0.33,       0.19,     0.41
1995, 12,   35048, 1995.9562,     0.27,     0.42,       0.17,     0.32,       0.27,     0.42
1996, 01,   35079, 1996.0410,     0.33,     0.36,       0.29,     0.31,       0.33,     0.36
1996, 02,   35110, 1996.1257,     0.35,     0.29,       0.36,     0.30,       0.35,     0.29
1996, 03,   35139, 1996.2049,     0.35,     0.28,       0.37,     0.30,       0.35,     0.28
1996, 04,   35170, 1996.2896,     0.44,     0.38,       0.36,     0.29,       0.44,     0.38
1996, 05,   35200, 1996.3716,     0.29,     0.21,       0.37,     0.29,       0.29,     0.21
1996, 06,   35231, 1996.4563,     0.40,     0.26,       0.42,     0.29,       0.40,     0.26
1996, 07,   35261, 1996.5383,     0.37,     0.22,       0.45,     0.29,       0.37,     0.22
1996, 08,   35292, 1996.6230,     0.44,     0.35,       0.38,     0.29,       0.44,     0.35
1996, 09,   35323, 1996.7077,    -0.04,     0.02,       0.24,     0.30,      -0.04,     0.02
1996, 10,   35353, 1996.7896,    -0.01,     0.19,       0.11,     0.30,      -0.01,     0.19
1996, 11,   35384, 1996.8743,     0.08,     0.31,       0.09,     0.31,       0.08,     0.31
1996, 12,   35414, 1996.9563,     0.12,     0.27,       0.17,     0.32,       0.12,     0.27
1997, 01,   35445, 1997.0411,     0.31,     0.33,       0.31,     0.33,       0.31,     0.33
1997, 02,   35476, 1997.1260,     0.33,     0.27,       0.41,     0.35,       0.33,     0.27
1997, 03,   35504, 1997.2027,     0.38,     0.30,       0.43,     0.36,       0.38,     0.30
1997, 04,   35535, 1997.2877,     0.45,     0.39,       0.43,     0.37,       0.45,     0.39
1997, 05,   35565, 1997.3699,     0.47,     0.39,       0.47,     0.38,       0.47,     0.39
1997, 06,   35596, 1997.4548,     0.59,     0.46,       0.53,     0.40,       0.59,     0.46
1997, 07,   35626, 1997.5370,     0.50,     0.35,       0.57,     0.41,       0.50,     0.35
1997, 08,   35657, 1997.6219,     0.56,     0.47,       0.51,     0.42,       0.56,     0.47
1997, 09,   35688, 1997.7068,     0.27,     0.33,       0.37,     0.43,       0.27,     0.33
1997, 10,   35718, 1997.7890,     0.30,     0.49,       0.25,     0.44,       0.30,     0.49
1997, 11,   35749, 1997.8740,     0.38,     0.60,       0.22,     0.45,       0.38,     0.60
1997, 12,   35779, 1997.9562,     0.39,     0.54,       0.30,     0.45,       0.39,     0.54
1998, 01,   35810, 1998.0411,     0.47,     0.50,       0.43,     0.45,       0.47,     0.50
1998, 02,   35841, 1998.1260,     0.56,     0.50,       0.51,     0.45,       0.56,     0.50
1998, 03,   35869, 1998.2027,     0.60,     0.52,       0.52,     0.45,       0.60,     0.52
1998, 04,   35900, 1998.2877,     0.58,     0.52,       0.51,     0.45,       0.58,     0.52
1998, 05,   35930, 1998.3699,     0.58,     0.50,       0.52,     0.44,       0.58,     0.50
1998, 06,   35961, 1998.4548,     0.52,     0.39,       0.56,     0.43,       0.52,     0.39
1998, 07,   35991, 1998.5370,     0.58,     0.43,       0.57,     0.42,       0.58,     0.43
1998, 08,   36022, 1998.6219,     0.53,     0.44,       0.49,     0.41,       0.53,     0.44
1998, 09,   36053, 1998.7068,     0.30,     0.36,       0.33,     0.39,       0.30,     0.36
1998, 10,   36083, 1998.7890,     0.16,     0.35,       0.19,     0.38,       0.16,     0.35
1998, 11,   36114, 1998.8740,     0.10,     0.32,       0.14,     0.37,       0.10,     0.32
1998, 12,   36144, 1998.9562,     0.03,     0.18,       0.21,     0.35,       0.03,     0.18
1999, 01,   36175, 1999.0411,     0.27,     0.30,       0.32,     0.34,       0.27,     0.30
1999, 02,   36206, 1999.1260,     0.43,     0.37,       0.39,     0.33,       0.43,     0.37
1999, 03,   36234, 1999.2027,     0.51,     0.43,       0.39,     0.32,       0.51,     0.43
1999, 04,   36265, 1999.2877,     0.42,     0.36,       0.37,     0.31,       0.42,     0.36
1999, 05,   36295, 1999.3699,     0.41,     0.33,       0.38,     0.30,       0.41,     0.33
